"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Comm_valid_count","Communication_Score","Collab_valid_count","Collaboration_Score"
72410776,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
72411574,2,4,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72413669,3,4,4,4,4,2,3,2,1,2,1,1,5,3.8,5,1.8
72416724,3,4,4,4,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
72419101,3,4,4,4,4,3,3,1,3,3,2.5,4,5,3.8,5,3.1
72419336,2,NA,3,2,2,4,2,2,2,1,1.75,1,4,2.25,5,1.95
72421853,1,3,3,3,3,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72423727,1,3,3,3,3,2,1,1,2,1,1.75,4,5,2.6,5,1.95
72429078,3,4,3,4,4,2,3,2,2,3,1.75,1,5,3.6,5,2.15
72429260,1,3,3,3,3,2,2,NA,4,2,3.25,NA,5,2.6,4,2.3125
72430415,3,3,4,3,3,4,4,2,1,3,1,1,5,3.2,5,2.6
72432922,3,2,2,2,2,2,2,1,2,1,1.75,4,5,2.2,5,2.15
72436099,3,3,2,3,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
72440099,3,3,3,3,3,4,2,1,2,1,1.75,4,5,3,5,2.55
72440259,3,3,4,3,2,3,3,2,2,3,1.75,1,5,3,5,2.35
72442943,3,3,3,2,2,3,3,2,3,3,2.5,1,5,2.6,5,2.5
72400437,4,3,3,3,3,4,3,2,1,3,1,1,5,3.2,5,2.4
72400854,3,3,3,2,2,2,2,2,3,2,2.5,1,5,2.6,5,1.9
72402140,4,2,2,2,2,2,2,2,2,3,1.75,1,5,2.4,5,1.95
72403151,2,3,3,3,3,2,2,1,1,2,1,4,5,2.8,5,2.2
72404277,3,4,3,3,3,3,3,2,2,2,1.75,1,5,3.2,5,2.15
72405637,3,1,4,4,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72406128,2,4,4,2,3,2,3,2,3,2,2.5,1,5,3,5,2.1
72407229,3,3,3,3,3,3,3,2,1,3,1,1,5,3,5,2.2
72408905,3,4,3,3,3,2,3,2,3,2,2.5,1,5,3.2,5,2.1
72411149,3,3,3,3,3,2,3,2,2,3,1.75,1,5,3,5,2.15
72413104,3,3,3,4,3,2,3,2,2,3,1.75,1,5,3.2,5,2.15
72414838,2,3,3,2,3,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72416631,3,3,3,3,3,3,3,1,5,2,4,4,5,3,5,3.2
72417386,2,3,4,3,2,4,4,2,1,1,1,1,5,2.8,5,2.2
72420768,2,4,4,4,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
72422630,3,3,3,3,3,3,3,2,2,2,1.75,1,5,3,5,2.15
72423467,2,3,3,3,3,2,3,2,2,2,1.75,1,5,2.8,5,1.95
72424648,2,4,4,3,4,2,2,2,1,2,1,1,5,3.4,5,1.6
72425257,2,3,4,4,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
72428460,3,3,3,3,3,3,3,2,4,3,3.25,1,5,3,5,2.65
72428782,3,3,2,2,2,2,2,2,NA,2,NA,1,5,2.4,4,1.75
72429709,2,3,3,3,3,3,3,2,5,3,4,1,5,2.8,5,2.8
72432539,3,4,4,3,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
72433009,2,3,2,3,2,3,3,2,2,3,1.75,1,5,2.4,5,2.35
72437158,NA,3,3,3,3,2,2,1,4,2,3.25,4,4,3,5,2.65
72437190,3,3,4,3,4,3,3,1,2,3,1.75,4,5,3.4,5,2.95
72438218,3,4,4,3,3,2,2,2,2,2,1.75,1,5,3.4,5,1.75
72438449,2,3,3,3,3,3,2,2,2,2,1.75,1,5,2.8,5,1.95
72439484,3,3,3,3,3,2,2,1,2,1,1.75,4,5,3,5,2.15
72440934,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72440995,1,1,2,2,3,2,2,2,1,1,1,1,5,1.8,5,1.4
72441705,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72442350,3,4,4,4,4,4,2,2,5,3,4,1,5,3.8,5,2.8
72443480,2,4,4,4,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
72443518,3,3,3,3,3,2,2,2,1,2,1,1,5,3,5,1.6
72444756,3,3,4,2,2,3,3,2,3,3,2.5,1,5,2.8,5,2.5
72445450,4,4,4,4,4,4,3,2,2,3,1.75,1,5,4,5,2.55
72403197,3,4,4,3,3,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72403524,1,4,4,2,2,4,4,2,4,4,3.25,1,5,2.6,5,3.25
72404681,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72405539,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72407953,2,3,3,4,4,2,2,1,2,2,1.75,4,5,3.2,5,2.35
72407968,3,3,3,3,3,3,3,2,3,3,2.5,1,5,3,5,2.5
72411057,2,3,4,4,3,4,3,1,2,3,1.75,4,5,3.2,5,3.15
72411194,3,4,4,3,4,2,2,2,2,3,1.75,1,5,3.6,5,1.95
72411280,3,4,4,4,4,3,4,2,3,3,2.5,1,5,3.8,5,2.7
72411320,1,4,3,3,3,1,1,2,2,1,1.75,1,5,2.8,5,1.15
72412671,4,3,4,3,4,4,4,2,2,3,1.75,1,5,3.6,5,2.75
72413274,3,3,3,2,3,3,3,1,3,3,2.5,4,5,2.8,5,3.1
72415686,4,4,4,3,3,3,3,2,2,2,1.75,1,5,3.6,5,2.15
72416490,3,4,4,3,3,2,2,2,2,2,1.75,1,5,3.4,5,1.75
72416838,3,3,3,3,3,2,2,2,4,3,3.25,1,5,3,5,2.25
72416950,3,3,3,3,3,3,2,2,2,2,1.75,1,5,3,5,1.95
72417460,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
72422567,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72422623,2,4,4,4,4,3,3,1,5,3,4,4,5,3.6,5,3.4
72422790,3,4,4,3,4,3,3,1,5,2,4,4,5,3.6,5,3.2
72423442,3,4,4,3,3,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72423950,2,3,3,3,3,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72426062,3,4,4,3,3,2,2,2,2,2,1.75,1,5,3.4,5,1.75
72428633,4,4,3,4,4,4,3,2,2,3,1.75,1,5,3.8,5,2.55
72428827,2,3,3,3,3,3,3,2,5,3,4,1,5,2.8,5,2.8
72430832,3,4,4,4,4,4,4,1,2,4,1.75,4,5,3.8,5,3.55
72442431,3,4,4,4,4,3,3,2,2,4,1.75,1,5,3.8,5,2.55
72442648,4,4,3,3,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
72443896,3,3,4,3,3,3,3,1,2,2,1.75,4,5,3.2,5,2.75
72401613,1,3,3,3,3,2,2,1,3,1,2.5,4,5,2.6,5,2.3
72402633,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72414911,4,2,2,2,2,2,2,1,2,3,1.75,4,5,2.4,5,2.55
72416887,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
72421016,3,3,3,2,2,3,3,2,2,2,1.75,1,5,2.6,5,2.15
72423735,3,3,3,3,2,4,4,2,2,4,1.75,1,5,2.8,5,2.95
72425606,3,4,3,2,3,1,1,1,2,1,1.75,4,5,3,5,1.75
72428430,2,3,3,3,2,2,2,2,5,2,4,1,5,2.6,5,2.2
72429067,3,2,4,1,1,2,3,2,2,2,1.75,1,5,2.2,5,1.95
72429081,2,3,2,3,2,3,3,2,2,2,1.75,1,5,2.4,5,2.15
72430011,3,3,3,3,3,NA,3,2,4,3,3.25,1,5,3,4,2.5625
72431946,2,3,3,2,2,2,2,1,1,1,1,4,5,2.4,5,2
72433843,2,3,3,3,3,2,2,1,5,2,4,4,5,2.8,5,2.8
72434259,2,3,4,4,4,4,4,2,2,4,1.75,1,5,3.4,5,2.95
72435590,1,2,2,3,4,2,2,2,2,2,1.75,1,5,2.4,5,1.75
72436230,2,2,3,2,2,4,4,1,2,4,1.75,4,5,2.2,5,3.55
72440728,3,4,3,4,3,3,3,2,5,3,4,1,5,3.4,5,2.8
72442654,3,4,4,4,4,4,4,1,2,4,1.75,4,5,3.8,5,3.55
72400174,3,2,3,3,1,3,3,1,2,3,1.75,4,5,2.4,5,2.95
72402324,1,4,3,3,3,2,1,2,4,2,3.25,1,5,2.8,5,1.85
72402632,2,3,3,NA,3,3,3,2,1,3,1,1,4,2.75,5,2.2
72405063,4,3,3,4,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
72406807,2,4,4,4,4,4,1,2,3,1,2.5,1,5,3.6,5,1.9
72409693,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
72411644,3,4,3,4,3,4,4,2,2,4,1.75,1,5,3.4,5,2.95
72412469,3,3,3,2,2,1,3,1,1,3,1,4,5,2.6,5,2.4
72413692,3,4,3,3,4,1,2,2,2,2,1.75,1,5,3.4,5,1.55
72414908,2,3,4,2,3,3,4,2,2,2,1.75,1,5,2.8,5,2.35
72415541,3,3,3,3,2,3,3,1,1,3,1,4,5,2.8,5,2.8
72415925,3,4,4,4,3,3,3,2,2,3,1.75,1,5,3.6,5,2.35
72420213,3,4,3,4,4,2,3,1,1,3,1,4,5,3.6,5,2.6
72420649,3,3,3,3,3,2,3,1,2,2,1.75,4,5,3,5,2.55
72421125,3,4,3,4,3,2,2,2,3,3,2.5,1,5,3.4,5,2.1
72423105,1,3,3,3,3,3,3,1,1,2,1,4,5,2.6,5,2.6
72428498,3,3,3,3,2,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72429892,4,3,3,3,3,4,4,2,2,3,1.75,1,5,3.2,5,2.75
72431149,2,3,3,2,3,3,3,2,1,3,1,1,5,2.6,5,2.2
72433001,4,4,4,3,3,3,3,1,2,3,1.75,4,5,3.6,5,2.95
72433686,2,3,3,3,4,3,3,2,2,3,1.75,1,5,3,5,2.35
72433815,1,2,3,3,2,3,3,1,2,3,1.75,4,5,2.2,5,2.95
72434733,1,3,3,3,3,2,3,1,2,3,1.75,4,5,2.6,5,2.75
72439335,4,3,3,3,3,3,2,2,3,3,2.5,1,5,3.2,5,2.3
72439689,2,3,2,3,3,2,3,2,2,4,1.75,1,5,2.6,5,2.35
72439777,3,3,3,2,2,2,2,1,2,2,1.75,4,5,2.6,5,2.35
72443167,3,3,3,3,3,3,3,1,1,3,1,4,5,3,5,2.8
72445218,2,3,2,2,2,1,1,2,2,1,1.75,1,5,2.2,5,1.15
72445520,3,2,3,2,3,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72402860,2,4,4,4,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
72405326,4,3,3,3,2,3,3,2,2,1,1.75,1,5,3,5,1.95
72406700,1,3,3,4,4,1,1,2,2,2,1.75,1,5,3,5,1.35
72411159,3,3,3,2,2,2,2,2,3,2,2.5,1,5,2.6,5,1.9
72416815,1,1,2,3,3,3,2,1,1,2,1,4,5,2,5,2.4
72417662,2,4,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
72418877,3,3,2,4,3,3,3,1,2,2,1.75,4,5,3,5,2.75
72422803,4,3,3,3,3,2,1,2,2,2,1.75,1,5,3.2,5,1.55
72423856,3,3,4,NA,1,3,3,1,2,3,1.75,4,4,2.75,5,2.95
72424974,3,4,4,4,4,2,2,2,2,2,1.75,1,5,3.8,5,1.75
72425658,2,3,3,2,2,3,3,2,2,3,1.75,1,5,2.4,5,2.35
72428332,4,3,2,3,2,1,1,2,2,1,1.75,1,5,2.8,5,1.15
72428897,2,4,4,4,4,4,1,2,4,2,3.25,1,5,3.6,5,2.25
72431906,3,3,3,3,2,3,3,1,1,3,1,4,5,2.8,5,2.8
72432851,2,3,3,3,3,3,3,2,2,2,1.75,1,5,2.8,5,2.15
72434137,3,3,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72434453,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72436834,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72438103,3,3,3,3,3,2,2,2,2,3,1.75,1,5,3,5,1.95
72438181,3,3,2,2,2,3,3,2,3,2,2.5,1,5,2.4,5,2.3
72439113,2,3,3,3,3,3,2,2,2,2,1.75,1,5,2.8,5,1.95
72442322,3,3,3,3,3,1,1,NA,2,1,1.75,NA,5,3,4,1.1875
72400692,3,3,3,2,3,1,2,2,2,3,1.75,1,5,2.8,5,1.75
72401319,3,4,3,4,4,4,3,1,3,4,2.5,4,5,3.6,5,3.5
72404162,2,2,1,1,3,1,3,2,1,4,1,1,5,1.8,5,2
72405053,4,4,4,4,4,3,3,2,2,3,1.75,1,5,4,5,2.35
72406269,3,3,3,3,2,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72409666,4,3,3,3,3,2,1,2,2,1,1.75,1,5,3.2,5,1.35
72410788,1,3,3,3,3,3,3,2,2,3,1.75,1,5,2.6,5,2.35
72411970,1,4,4,4,4,4,3,2,2,2,1.75,1,5,3.4,5,2.35
72414386,4,3,3,3,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
72417982,4,4,4,4,4,4,4,2,1,4,1,1,5,4,5,2.8
72429861,3,4,4,4,3,4,3,2,3,3,2.5,1,5,3.6,5,2.7
72439459,2,4,3,2,3,3,2,2,2,3,1.75,1,5,2.8,5,2.15
72442383,2,3,3,3,2,3,3,2,2,3,1.75,1,5,2.6,5,2.35
72445927,3,2,1,2,1,3,2,2,2,3,1.75,1,5,1.8,5,2.15
72400003,3,3,3,3,4,2,2,2,5,2,4,1,5,3.2,5,2.2
72400144,4,1,1,1,1,2,2,1,2,2,1.75,4,5,1.6,5,2.35
72400275,3,3,3,3,3,3,2,1,4,4,3.25,4,5,3,5,3.25
72402640,3,4,4,4,4,1,2,2,5,2,4,1,5,3.8,5,2
72406430,4,3,3,3,3,3,2,2,2,3,1.75,1,5,3.2,5,2.15
72408339,3,4,4,2,3,4,4,2,4,4,3.25,1,5,3.2,5,3.25
72409091,3,4,4,3,4,4,4,2,2,4,1.75,1,5,3.6,5,2.95
72410745,3,3,4,2,3,2,2,2,2,3,1.75,1,5,3,5,1.95
72412007,2,4,4,3,3,1,1,2,2,1,1.75,1,5,3.2,5,1.15
72412724,2,3,3,3,3,4,4,1,5,4,4,4,5,2.8,5,4
72413067,4,4,4,3,4,4,4,2,2,4,1.75,1,5,3.8,5,2.95
72415771,4,3,2,3,3,3,3,2,2,2,1.75,1,5,3,5,2.15
72418435,3,4,4,3,3,2,2,2,3,3,2.5,1,5,3.4,5,2.1
72420797,3,3,4,3,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
72423684,4,3,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
72424982,3,3,2,2,2,3,3,2,2,2,1.75,1,5,2.4,5,2.15
72425450,4,4,4,3,3,3,3,1,2,3,1.75,4,5,3.6,5,2.95
72425587,2,3,3,4,3,2,2,1,5,3,4,4,5,3,5,3
72427247,3,3,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72428900,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
72430756,3,3,3,3,3,NA,4,2,2,4,1.75,1,5,3,4,2.6875
72431092,2,4,4,3,4,1,2,2,4,2,3.25,1,5,3.4,5,1.85
72432326,3,3,3,3,3,NA,4,1,2,4,1.75,4,5,3,4,3.4375
72432711,4,4,4,4,4,2,2,2,2,2,1.75,1,5,4,5,1.75
72437063,4,3,3,3,4,2,2,2,5,2,4,1,5,3.4,5,2.2
72437967,2,3,3,3,3,3,3,2,5,3,4,1,5,2.8,5,2.8
72439159,3,3,3,3,3,1,2,2,3,2,2.5,1,5,3,5,1.7
72439516,4,3,3,3,2,2,2,2,2,2,1.75,1,5,3,5,1.75
72440018,3,3,NA,2,3,2,2,2,2,2,1.75,1,4,2.75,5,1.75
72441096,3,3,3,2,3,3,3,2,4,3,3.25,1,5,2.8,5,2.65
72442291,2,4,4,4,4,3,4,2,2,3,1.75,1,5,3.6,5,2.55
72443254,3,3,3,3,3,3,2,2,2,2,1.75,1,5,3,5,1.95
72443457,1,3,4,4,3,4,4,2,1,4,1,1,5,3,5,2.8
72445308,3,4,4,4,4,3,2,2,2,2,1.75,1,5,3.8,5,1.95
72445525,4,3,4,3,3,3,4,2,2,3,1.75,1,5,3.4,5,2.55
72445995,2,3,3,3,3,2,2,1,5,2,4,4,5,2.8,5,2.8
72401709,3,3,3,2,2,2,2,2,5,2,4,1,5,2.6,5,2.2
72403903,3,2,4,1,3,3,2,1,1,2,1,4,5,2.6,5,2.4
72404512,1,3,3,3,3,4,4,2,2,4,1.75,1,5,2.6,5,2.95
72406708,2,2,3,3,4,3,3,2,3,4,2.5,1,5,2.8,5,2.7
72409807,2,4,4,4,4,2,2,2,5,2,4,1,5,3.6,5,2.2
72410697,3,4,2,3,4,1,2,2,2,2,1.75,1,5,3.2,5,1.55
72415103,2,3,3,3,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
72415979,1,3,3,4,4,3,2,2,5,2,4,1,5,3,5,2.4
72418764,2,3,3,3,2,3,3,2,4,3,3.25,1,5,2.6,5,2.65
72420633,2,3,3,3,3,3,3,2,2,3,1.75,1,5,2.8,5,2.35
72424150,3,2,3,3,3,3,2,2,1,3,1,1,5,2.8,5,2
72424231,3,3,3,2,3,3,3,2,1,3,1,1,5,2.8,5,2.2
72424617,NA,4,4,4,4,1,1,2,2,1,1.75,1,4,4,5,1.15
72431619,3,4,3,3,4,2,2,1,3,2,2.5,4,5,3.4,5,2.5
72431844,3,3,3,4,3,4,3,1,2,4,1.75,4,5,3.2,5,3.35
72432628,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
72432961,1,4,3,3,3,NA,3,2,5,2,4,1,5,2.8,4,2.5
72438579,4,1,2,4,NA,3,3,1,2,1,1.75,4,4,2.75,5,2.55
72439704,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72442082,2,3,3,3,3,3,3,2,1,2,1,1,5,2.8,5,2
72442488,2,4,3,4,3,3,2,1,2,2,1.75,4,5,3.2,5,2.55
72443531,2,4,3,4,4,2,2,2,3,3,2.5,1,5,3.4,5,2.1
72443835,2,3,3,3,3,3,3,2,4,3,3.25,1,5,2.8,5,2.65
72445393,3,4,4,4,4,3,3,1,2,2,1.75,4,5,3.8,5,2.75
72401954,3,3,3,3,3,3,3,1,2,2,1.75,4,5,3,5,2.75
72403670,2,4,3,3,4,1,2,1,1,2,1,4,5,3.2,5,2
72409676,3,3,3,2,2,2,2,1,2,2,1.75,4,5,2.6,5,2.35
72409792,3,3,3,3,NA,2,2,1,2,2,1.75,4,4,3,5,2.35
72410715,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72411842,4,3,3,3,3,4,4,1,1,4,1,4,5,3.2,5,3.4
72411855,2,2,2,3,3,1,2,2,1,2,1,1,5,2.4,5,1.4
72412747,3,4,3,4,4,3,3,1,2,3,1.75,4,5,3.6,5,2.95
72416571,4,4,3,4,4,4,3,1,2,3,1.75,4,5,3.8,5,3.15
72418022,3,4,4,4,4,3,3,1,1,2,1,4,5,3.8,5,2.6
72419107,2,4,4,4,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
72421927,2,2,3,3,2,3,3,2,1,3,1,1,5,2.4,5,2.2
72423075,2,4,3,4,2,4,4,2,5,4,4,1,5,3,5,3.4
72424888,2,NA,3,3,4,3,3,1,3,3,2.5,4,4,3,5,3.1
72427534,3,4,4,3,3,3,3,2,3,1,2.5,1,5,3.4,5,2.1
72431049,3,3,NA,4,3,3,3,2,1,3,1,1,4,3.25,5,2.2
72432349,3,2,3,3,3,3,2,2,4,2,3.25,1,5,2.8,5,2.25
72432842,3,4,4,4,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
72433975,3,4,3,3,4,1,2,2,3,2,2.5,1,5,3.4,5,1.7
72437160,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72437205,4,4,4,4,4,2,1,2,2,1,1.75,1,5,4,5,1.35
72439811,2,3,3,3,3,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72440123,3,4,4,4,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
72440681,2,4,4,3,3,3,3,2,4,2,3.25,1,5,3.2,5,2.45
72442624,4,4,3,4,4,3,3,1,3,3,2.5,4,5,3.8,5,3.1
72445222,4,3,2,3,3,3,3,2,1,3,1,1,5,3,5,2.2
72445738,3,3,3,2,3,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72445753,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72445985,3,4,4,2,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
72402014,2,4,4,4,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
72402513,3,4,4,3,4,2,3,2,2,2,1.75,1,5,3.6,5,1.95
72402726,2,3,3,3,3,4,3,2,3,3,2.5,1,5,2.8,5,2.7
72403757,2,3,3,3,3,3,3,2,2,2,1.75,1,5,2.8,5,2.15
72404676,2,3,3,3,3,2,3,2,3,3,2.5,1,5,2.8,5,2.3
72406260,3,3,2,2,3,3,3,2,2,2,1.75,1,5,2.6,5,2.15
72411373,4,3,4,4,4,3,3,2,1,3,1,1,5,3.8,5,2.2
72411464,3,3,4,4,3,4,3,2,2,3,1.75,1,5,3.4,5,2.55
72413901,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72415550,3,3,4,3,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
72417001,3,3,4,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
72417105,1,3,3,3,3,3,3,2,2,3,1.75,1,5,2.6,5,2.35
72418105,4,3,2,3,4,2,2,2,1,2,1,1,5,3.2,5,1.6
72420036,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72420039,2,3,3,3,3,3,3,2,2,2,1.75,1,5,2.8,5,2.15
72421642,4,4,3,3,3,3,3,2,1,3,1,1,5,3.4,5,2.2
72422682,1,4,3,3,4,3,3,2,2,2,1.75,1,5,3,5,2.15
72425039,3,3,3,3,3,3,3,2,5,3,4,1,5,3,5,2.8
72425171,3,3,3,4,4,2,3,2,2,NA,1.75,1,5,3.4,4,1.9375
72425746,3,3,3,3,3,3,3,1,1,3,1,4,5,3,5,2.8
72427074,4,4,1,3,2,NA,3,2,4,3,3.25,1,5,2.8,4,2.5625
72429380,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
72429593,2,3,3,3,3,3,3,2,3,2,2.5,1,5,2.8,5,2.3
72430259,1,3,3,3,3,2,2,2,1,2,1,1,5,2.6,5,1.6
72431929,3,3,4,3,3,1,1,2,2,2,1.75,1,5,3.2,5,1.35
72434112,3,4,4,4,4,3,3,2,2,2,1.75,1,5,3.8,5,2.15
72436034,3,3,3,4,4,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72436761,3,4,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
72439717,3,4,4,4,4,4,2,1,2,3,1.75,4,5,3.8,5,2.95
72442491,2,3,3,2,3,3,4,2,2,3,1.75,1,5,2.6,5,2.55
72444652,3,3,3,3,2,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72445302,4,3,3,4,3,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72446105,1,4,4,3,4,2,2,2,2,3,1.75,1,5,3.2,5,1.95
72401770,2,4,4,4,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
72401818,3,3,4,2,3,2,2,2,1,2,1,1,5,3,5,1.6
72405476,1,3,3,3,3,2,2,2,3,2,2.5,1,5,2.6,5,1.9
72405799,3,4,4,4,4,4,4,2,2,4,1.75,1,5,3.8,5,2.95
72406179,3,3,3,3,3,3,3,NA,2,3,1.75,NA,5,3,4,2.6875
72406753,3,2,4,3,1,1,1,2,1,1,1,1,5,2.6,5,1
72407969,2,2,3,1,NA,2,2,1,5,2,4,4,4,2,5,2.8
72409285,3,3,3,4,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
72412101,4,4,3,3,3,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72412643,3,3,3,4,4,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72415135,3,3,3,2,3,3,3,2,2,3,1.75,1,5,2.8,5,2.35
72416083,3,4,4,4,4,3,3,2,1,2,1,1,5,3.8,5,2
72416573,3,4,3,2,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72420617,3,3,3,2,2,3,3,2,1,3,1,1,5,2.6,5,2.2
72421065,3,3,3,3,3,1,3,2,2,2,1.75,1,5,3,5,1.75
72423121,4,3,3,3,3,3,3,2,1,3,1,1,5,3.2,5,2.2
72425458,4,4,4,3,4,3,NA,2,1,3,1,1,5,3.8,4,2
72425961,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
72427416,2,4,3,3,4,3,3,2,2,3,1.75,1,5,3.2,5,2.35
72428298,4,3,4,NA,3,2,2,2,2,2,1.75,1,4,3.5,5,1.75
72429712,2,4,4,3,4,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72433744,3,3,3,3,2,3,3,2,2,2,1.75,1,5,2.8,5,2.15
72433812,2,4,4,2,3,3,2,2,1,3,1,1,5,3,5,2
72436735,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72436775,2,4,4,3,4,2,3,2,2,2,1.75,1,5,3.4,5,1.95
72439827,3,2,3,3,3,1,2,2,4,2,3.25,1,5,2.8,5,1.85
72442317,3,3,4,3,4,2,2,2,2,2,1.75,1,5,3.4,5,1.75
72443670,1,3,3,2,4,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72443689,3,3,3,3,3,1,1,2,1,1,1,1,5,3,5,1
72402133,2,3,3,1,4,4,3,1,4,3,3.25,4,5,2.6,5,3.45
72405661,3,3,2,3,2,2,2,1,4,3,3.25,4,5,2.6,5,2.85
72412000,2,4,4,2,2,3,3,2,2,3,1.75,1,5,2.8,5,2.35
72413247,3,3,2,3,3,1,1,2,2,1,1.75,1,5,2.8,5,1.15
72413389,1,4,4,3,3,3,3,2,1,3,1,1,5,3,5,2.2
72414926,3,2,3,3,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
72416621,3,3,3,3,3,3,3,2,NA,2,NA,1,5,3,4,2.25
72417810,4,4,3,3,3,3,3,2,2,3,1.75,1,5,3.4,5,2.35
72421967,4,3,2,1,3,1,1,2,2,1,1.75,1,5,2.6,5,1.15
72428615,2,1,1,2,1,2,2,2,1,1,1,1,5,1.4,5,1.4
72431130,2,4,4,4,4,2,2,2,5,1,4,1,5,3.6,5,2
72437675,4,4,3,3,4,3,3,2,2,2,1.75,1,5,3.6,5,2.15
72438430,2,3,3,3,3,2,2,2,2,2,1.75,1,5,2.8,5,1.75
72439893,4,3,3,3,3,3,3,2,1,3,1,1,5,3.2,5,2.2
72440329,2,4,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
72440406,1,2,3,3,3,4,2,2,2,1,1.75,1,5,2.4,5,1.95
72441638,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
72441863,3,3,3,3,3,3,2,2,2,3,1.75,1,5,3,5,2.15
72445867,1,3,3,2,2,3,2,2,2,2,1.75,1,5,2.2,5,1.95
72446025,3,3,3,3,3,3,3,2,1,2,1,1,5,3,5,2
72420430,3,4,4,4,4,4,2,1,2,1,1.75,4,5,3.8,5,2.55
